"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"836","1750.txt","public ApplicationContext install(AriesApplication app) throws BundleException, ManagementException {","public ApplicationContext install(AriesApplication app) {","public ApplicationContext install(AriesApplication app) {",229,229,0
"837","1751.txt","protected String params = null;","private String params = null;","private String params = null;",44,44,0
"838","1752.txt","message(""now merge\n  merge="" + merge.segString(directory) + ""\n  index="" + segString());","message(""now merge\n  merge="" + merge.segString(directory) + ""\n  merge="" + merge + ""\n  index="" + segString());","message(""now merge\n  merge="" + merge.segString(directory) + ""\n  merge="" + merge + ""\n  index="" + segString());",3895,3895,0
"839","1753.txt","return other.tableName.equals(tableName)","return other.tableName.equals(other.tableName)","return other.tableName.equals(other.tableName)",183,183,0
"840","1754.txt","List<Integer> list = Arrays.asList(new Integer[0]);","List<Integer> list = Collections.emptyList();","List<Integer> list = Collections.emptyList();",94,94,0
"841","1755.txt","assertTrue(fieldInfos.size() == 6); //this is 6 b/c we are using the no-arg constructor","assertTrue(fieldInfos.size() == 7); //this is 7 b/c we are using the no-arg constructor","assertTrue(fieldInfos.size() == 7); //this is 7 b/c we are using the no-arg constructor",34,34,0
"842","1756.txt","file.seek(reader.getPosition(reader.partitioner.decorateKey(key)));","file.seek(reader.getPosition(reader.partitioner.decorateKey(key)).position);","file.seek(reader.getPosition(reader.partitioner.decorateKey(key)).position);",110,110,0
"843","1757.txt","SSTableReader sstable = SSTableWriter.renameAndOpen(pendingFile.getDescriptor());","SSTableReader sstable = SSTableWriter.renameAndOpen(pendingFile.getFilename());","SSTableReader sstable = SSTableWriter.renameAndOpen(pendingFile.getFilename());",67,67,0
"844","1758.txt","for (String component : SSTable.components)","for (String component : sstable.getAllComponents())","for (String component : sstable.getAllComponents())",123,123,0
"845","1759.txt","final Calendar calInstance = Calendar.getInstance(GMT, Locale.US);","final Calendar calInstance = Calendar.getInstance(GMT);","final Calendar calInstance = Calendar.getInstance(GMT);",76,76,0
"846","176.txt","public SQLWarning getWarnings() throws SQLException { return null; }","public SQLWarning getWarnings() throws SQLException { throw notImplemented( ""getWarnings"" ); }","public SQLWarning getWarnings() throws SQLException { throw notImplemented( ""getWarnings"" ); }",90,90,0
"847","1760.txt","if( p != null && p.endsWith( ""/"" ) && p.length() > 1 )","if( p != null && p.endsWith( ""/"" ) )","if( p != null && p.endsWith( ""/"" ) )",63,63,0
"848","1761.txt","if (totalCharsSoFar > -1) {","if (totalCharsSoFar != -1) {","if (totalCharsSoFar != -1) {",833,774,1
"849","1762.txt","if (pos == 0 || i % 2 == 1) {","if (i % 2 == 1) {","if (i % 2 == 1) {",72,72,0
"850","1763.txt","parentStream.set(Math.max(parent+1, 1));","parentStream.set(parent + 1);","parentStream.set(parent + 1);",549,549,0
"851","1764.txt","return new Token(s, token.startOffset(), token.endOffset(), token.type());","return new Token(s, 0, s.length(), token.type());","return new Token(s, 0, s.length(), token.type());",120,120,0
"852","1765.txt","byte[] key_user_id = ""1"".getBytes();","String key_user_id = ""1"";","String key_user_id = ""1"";",92,92,0
"853","1766.txt","public static final String VERSION = ""4.0.0"";","public static final String VERSION = ""3.0.0"";","public static final String VERSION = ""3.0.0"";",45,45,0
"854","1767.txt","byte[] key = (byte[])reader.getCurrentKey();","String key = (String)reader.getCurrentKey();","String key = (String)reader.getCurrentKey();",63,63,0
"855","1768.txt","public static final String VERSION = ""11.1.0"";","public static final String VERSION = ""11.0.0"";","public static final String VERSION = ""11.0.0"";",45,45,0
"856","1769.txt","return buildUrl(jetty.getLocalPort(), ""/solr"");","return ""http"" + (isSSLMode() ? ""s"" : """") +""://127.0.0.1:"" + jetty.getLocalPort() + ""/solr"";","return jetty;",98,353,1
"857","177.txt","public synchronized void reload(ClassLoader classloader) {","public void reload(ClassLoader classloader) {","public void reload(ClassLoader classloader) {",56,56,0
"858","1770.txt","sb.append(buildUrl(j.getLocalPort()));","sb.append(""127.0.0.1:"").append(j.getLocalPort()).append(context);","sb.append(""127.0.0.1:"").append(j.getLocalPort()).append(context);",110,110,0
"859","1771.txt","url = buildUrl(jetty.getLocalPort(), ""/solr/"");","url = ""http"" + (isSSLMode() ? ""s"" : """") + ""://127.0.0.1:"" + jetty.getLocalPort() + ""/solr/"";","url = ""http"" + (isSSLMode() ? ""s"" : """") + ""://127.0.0.1:"" + jetty.getLocalPort() + ""/solr/"";",138,138,0
"860","1772.txt","return buildUrl(port, ""/solr"");","return ""http"" + (isSSLMode() ? ""s"" : """") + ""://127.0.0.1:"" + port + ""/solr"";","return;",262,240,1
"861","1773.txt","the index.</LI>","the index, this can only happen if this is not a user transaction.</LI>","the database.",81,53,1
"862","1774.txt","SolrException.log(log, ""Error closing searcher:"" + this, e);","SolrException.log(log, ""Error closing searcher:"", e);","SolrException.log(log, ""Error closing searcher:"", e);",1557,1557,0
"863","1775.txt","cassandraServer.clientState.logout();","cassandraServer.logout();","cassandraServer.logout();",192,192,0
"864","1776.txt","return String.format(""#<User %s groups=%s>"", username, groups);","return ""#<User %s groups=%s>"".format(username, groups);","return ""#<User %s groups=%s>"".format(username, groups);",74,74,0
"865","1777.txt","accumulator.observe(vw.get());","accumulator.observe(vw.get(), 1);","accumulator.observe(vw.get(), 1);",139,139,0
"866","1778.txt","""term (phrase1 phrase2) term"");","""term phrase1 phrase2 term"");","""+term -(phrase1 phrase2) term"");",582,585,0.99505475368673
"867","1779.txt","if (""Lucene3x"".equals(TEST_CODEC) || (""random"".equals(TEST_CODEC) && randomVal < 2)) { // preflex-only setup","if (""Lucene3x"".equals(TEST_CODEC) || (""random"".equals(TEST_CODEC) && randomVal <= 3)) { // preflex-only setup","if (""Lucene3x"".equals(TEST_CODEC) || (""random"".equals(TEST_CODEC) && randomVal <= 3)) { // preflex-only setup",292,292,0
"868","178.txt","queryShape = randomShapePairRect(!biasContains);//invert biasContains for query side","queryShape = randomShapePairRect(biasContains);","queryShape = randomShapePairRect(biasContains);",275,275,0
"869","1780.txt","public RawColumnDefinition[] column_metadata = new RawColumnDefinition[0];","public Map<byte[], ColumnDefinition> column_metata = Collections.emptyMap();","public Map<byte[], ColumnDefinition> column_metata = Collections.emptyMap();",21,21,0
"870","1781.txt","for (Tweet tweet : tweets) {","for (Tweet tweet : result.getTweets()) {","for (Tweet tweet : result.getTweets()) {",45,45,0
"871","1782.txt","sim = knownSims.get(Math.max(0, Math.abs(perFieldSeed ^ field.hashCode())) % knownSims.size());","sim = knownSims.get(Math.abs(perFieldSeed ^ field.hashCode()) % knownSims.size());","sim = knownSims.get(Math.abs(perFieldSeed ^ field.hashCode()) % knownSims.size());",106,106,0
"872","1783.txt","Stat stat = zkClient.exists(CONFIGS_ZKNODE + ""/"" + collection + ""/"" + fileName, null);","Stat stat = zkClient.exists(CONFIGS_ZKNODE + ""/"" + fileName, null);","Stat stat = zkClient.exists(CONFIGS_ZKNODE + ""/"" + fileName, null);",213,213,0
"873","1784.txt","System.out.println(Thread.currentThread().getName() + "": EXC: "");","System.out.println(""EXC: "");","System.out.println(Thread.currentThread().getName() + "": NOW FAIL: "" + name);",74,122,1
"874","1785.txt","position += code >>> 1;","position += code >> 1;","position += code >> 1;",478,478,0
"875","1786.txt","StringBuilder sb = new StringBuilder(""id:("");","StringBuffer sb = new StringBuffer(""id:("");","StringBuffer sb = new StringBuffer(""id:("");",99,99,0
"876","1787.txt","StringBuilder sb = new StringBuilder(""id:("");","StringBuffer sb = new StringBuffer(""id:("");","StringBuffer sb = new StringBuffer(""id:("");",98,98,0
"877","1788.txt","StringBuilder sb = new StringBuilder();","StringBuffer sb = new StringBuffer();","StringBuffer sb = new StringBuffer();",950,950,0
"878","1789.txt","StringBuilder result = new StringBuilder(resultLen);","StringBuffer result = new StringBuffer(resultLen);","StringBuffer result = new StringBuffer(resultLen);",60,60,0
"879","179.txt","final synchronized long getRecomputedActualSizeInBytes() {","final long getRecomputedActualSizeInBytes() {","public synchronized final long getRecomputedSizeInBytes() {",198,184,0.999999999998617
"880","1790.txt","StringBuilder sb = new StringBuilder();","StringBuffer sb = new StringBuffer();","StringBuffer sb = new StringBuffer();",290,290,0
"881","1791.txt","StringBuilder config = new StringBuilder();","StringBuffer config = new StringBuffer();","StringBuffer config = new StringBuffer();",296,296,0
"882","1792.txt","d.xml = TestHarness.makeSimpleDoc(fieldsAndValues);","d.xml = TestHarness.makeSimpleDoc(fieldsAndValues).toString();","d.xml = TestHarness.makeSimpleDoc(fieldsAndValues).toString();",874,874,0
"883","1793.txt","StringBuilder result = new StringBuilder();","StringBuffer result = new StringBuffer();","StringBuffer result = new StringBuffer();",234,234,0
"884","1794.txt","StringBuilder buffer = new StringBuilder();","StringBuffer buffer = new StringBuffer();","StringBuffer buffer = new StringBuffer();",212,212,0
"885","1795.txt","StringBuilder getKeyBuffer = new StringBuilder();","StringBuffer getKeyBuffer = new StringBuffer();","StringBuffer getKeyBuffer = new StringBuffer();",422,422,0
"886","1796.txt","assertTrue(""inital docID should be -1 or NO_MORE_DOCS: "" + docsEnum, initialDocID == -1 || initialDocID == DocsEnum.NO_MORE_DOCS);","assertTrue(""inital docID should be -1 or NO_MORE_DOCS"", initialDocID == -1 || initialDocID == DocsEnum.NO_MORE_DOCS);","assertTrue(""inital docID should be -1 or NO_MORE_DOCS"", initialDocID == -1 || initialDocID == DocsEnum.NO_MORE_DOCS);",557,557,0
"887","1797.txt","docID = upto = -1;","upto = -1;","docID = -1;",1855,1711,1
"888","1798.txt","return dto.iterator(reader);","return dto.iterator(dto.getOrdTermsEnum(reader));","return dto.iterator(dto.getOrdTermsEnum(reader));",1391,1391,0
"889","1799.txt","if (produceSummary) {","if (produceSummary == true) {","if (produceSummary == true) {",266,266,0
"890","18.txt","public static void main(String[] args)","public static void main()","public static void main()",56,56,0
"891","180.txt","SegmentInfo info = writer.newestSegment();","SegmentInfo info = writer.segmentInfos.info(writer.segmentInfos.size()-1);","SegmentInfo info = writer.segmentInfos.info(writer.segmentInfos.size()-1);",239,239,0
"892","1800.txt","if (runner == null || scheduler.isTerminated())","if (runner == null)","if (runner == null)",387,387,0
"893","1801.txt","this(Version.LUCENE_30, enablePositionIncrements, in, stopWords, false);","this(Version.LUCENE_CURRENT, enablePositionIncrements, in, stopWords, false);","this(Version.LUCENE_CURRENT, enablePositionIncrements, in, stopWords, false);",121,121,0
"894","1802.txt","logger.debug(""insert writing key "" + rm.key() + "" to "" + hintedMessage.getMessageId() + ""@"" + hintedTarget + "" for "" + target);","logger.debug(""insert writing key "" + rm.key() + "" to "" + unhintedMessage.getMessageId() + ""@"" + hintedTarget + "" for "" + target);","logger.debug(""insert writing key "" + rm.key() + "" to "" + unhintedMessage.getMessageId() + ""@"" + hintedTarget + "" for "" + target);",148,148,0
"895","1803.txt","if (minNrShouldMatch == 0 && clauses.size() == 1) {                    // optimize 1-clause queries","if (clauses.size() == 1) {                    // optimize 1-clause queries","if (clauses.size() == 1) {                    // optimize 1-clause queries",366,366,0
"896","1804.txt","import org.apache.derby.shared.common.sanity.SanityManager;","import org.apache.derby.iapi.services.sanity.SanityManager;","import org.apache.derby.iapi.services.sanity.SanityManager;",26,26,0
"897","1805.txt","import org.apache.derby.shared.common.sanity.SanityManager;","import org.apache.derby.iapi.services.sanity.SanityManager;","import org.apache.derby.iapi.services.sanity.SanityManager;",32,32,0
"898","1806.txt","cs.setString(2, ""TESTLONGVARCHAR"");","cs.setString(2, ""testLongVarChar"");","cs.setString(1, ""APP"");",971,970,0.761594155955765
"899","1807.txt","public void apply(RowMutation mutation, byte[] serializedMutation, boolean writeCommitLog) throws IOException","public void apply(RowMutation mutation, Object serializedMutation, boolean writeCommitLog) throws IOException","public void apply(RowMutation mutation, Object serializedMutation, boolean writeCommitLog) throws IOException",382,382,0
"900","1808.txt","double min = sis.info(0).sizeInBytes(true);","double min = sis.info(0).sizeInBytes();","double min = sis.info(0).sizeInBytes();",62,62,0
"901","1809.txt","total += info.sizeInBytes(true);","total += info.sizeInBytes();","total += info.sizeInBytes();",168,168,0
"902","181.txt","return writer.newestSegment();","return writer.segmentInfos.info(writer.segmentInfos.size()-1);","return writer.segmentInfos.info(writer.segmentInfos.size()-1);",171,171,0
"903","1810.txt","long byteSize = info.sizeInBytes(true);","long byteSize = info.sizeInBytes();","long byteSize = info.sizeInBytes();",187,187,0
"904","1811.txt","long byteSize = info.sizeInBytes(true);","long byteSize = info.sizeInBytes();","long byteSize = info.sizeInBytes();",59,59,0
"905","1812.txt","logger_.error(""error closing "" + ci, th);","logger_.error(th);","logger_.error(""Corrupt file "" + filename, ex);",1456,190,1
"906","1813.txt","if (df * 100.0 / vectorCount > maxDfPercent) {","if (df / vectorCount > maxDfPercent) {","if (df / vectorCount > maxDfPercent) {",81,81,0
"907","1814.txt","return 1;","return -1;","return -1;",194,147,1
"908","1815.txt","final BinaryDocValues terms = cache.getTerms(readerContext.reader(), field, false, PackedInts.FAST);","final BinaryDocValues terms = cache.getTerms(readerContext.reader(), field, PackedInts.FAST);","final BinaryDocValues terms = cache.getTerms(readerContext.reader(), field, PackedInts.FAST);",59,59,0
"909","1816.txt","assertNotNull(FieldCache.DEFAULT.getTerms(subR, ""ints"", false));","assertNotNull(FieldCache.DEFAULT.getTerms(subR, ""ints""));","assertNotNull(FieldCache.DEFAULT.getTerms(subR, ""ints""));",59,59,0
"910","1817.txt","BinaryDocValues s = FieldCache.DEFAULT.getTerms(getOnlySegmentReader(r), ""field"", false);","BinaryDocValues s = FieldCache.DEFAULT.getTerms(getOnlySegmentReader(r), ""field"");","BinaryDocValues s = FieldCache.DEFAULT.getTerms(getOnlySegmentReader(r), ""field"");",187,187,0
"911","1818.txt","BinaryDocValues bdv = FieldCache.DEFAULT.getTerms(ar, ""bytes"", false);","BinaryDocValues bdv = FieldCache.DEFAULT.getTerms(ar, ""bytes"");","BinaryDocValues bdv = FieldCache.DEFAULT.getTerms(ar, ""bytes"");",84,84,0
"912","1819.txt","fromDocTerms = FieldCache.DEFAULT.getTerms(context.reader(), field, false);","fromDocTerms = FieldCache.DEFAULT.getTerms(context.reader(), field);","fromDocTerms = FieldCache.DEFAULT.getTerms(context.reader(), field);",112,112,0
"913","182.txt","RowMutation rm = new RowMutation(cfs.table.name, new Row(filter.key, returnCF.cloneMe()));","RowMutation rm = new RowMutation(cfs.table.name, new Row(filter.key, returnCF));","RowMutation rm = new RowMutation(cfs.table.name, new Row(filter.key, returnCF));",157,157,0
"914","1820.txt","fromDocTerms = FieldCache.DEFAULT.getTerms(context.reader(), field, false);","fromDocTerms = FieldCache.DEFAULT.getTerms(context.reader(), field);","fromDocTerms = FieldCache.DEFAULT.getTerms(context.reader(), field);",132,132,0
"915","1821.txt","rm = new SliceFromReadCommand(""Table1"", ""row1"", ""foo"", true, 0, 2);","rm = new SliceFromReadCommand(""Table1"", ""row1"", ""foo"", true, 2);","rm = new SliceFromReadCommand(""Table1"", ""row1"", ""foo"", true, 2);",60,60,0
"916","1822.txt","columns = thriftClient_.get_slice(tableName, key, columnFamily, true, 0, 1000000);","columns = thriftClient_.get_slice(tableName, key, columnFamily, true, 1000000);","columns = thriftClient_.get_slice(tableName, key, columnFamily, true, 1000000);",138,138,0
"917","1823.txt","ReadCommand readCommand = new SliceFromReadCommand(cfMetaData_.tableName, key, columnFamily_column, true, offset_, limit_);","ReadCommand readCommand = new SliceFromReadCommand(cfMetaData_.tableName, key, columnFamily_column, true, limit_);","ReadCommand readCommand = new SliceFromReadCommand(cfMetaData_.tableName, key, columnFamily_column, true, limit_);",100,100,0
"918","1824.txt","ReadCommand readCommand = new SliceFromReadCommand(cfMetaData_.tableName, key, cfMetaData_.cfName, true, offset_, limit_);","ReadCommand readCommand = new SliceFromReadCommand(cfMetaData_.tableName, key, cfMetaData_.cfName, true, limit_);","ReadCommand readCommand = new SliceFromReadCommand(cfMetaData_.tableName, key, cfMetaData_.cfName, true, limit_);",69,69,0
"919","1825.txt","bundle = provisionTo.getRegion().installBundleAtLocation(getLocation(), is);","bundle = provisionTo.getRegion().installBundle(getLocation(), is);","bundle = provisionTo.getRegion().installBundle(getLocation(), is);",169,169,0
"920","1826.txt","return provisionTo.getLocation() + ""!/"" + ResourceHelper.getLocation(resource);","return provisionTo.getSubsystemId() + ""@"" + provisionTo.getSymbolicName() + ""@"" + ResourceHelper.getSymbolicNameAttribute(resource);","return provisionTo.getSubsystemId() + ""@"" + provisionTo.getSymbolicName() + ""@"" + ResourceHelper.getSymbolicNameAttribute(resource);",102,102,0
"921","1827.txt","if (""flush"".equals(trace[i].getMethodName())) {","if (""doFlush"".equals(trace[i].getMethodName())) {","if (""doFlush"".equals(trace[i].getMethodName())) {",51,51,0
"922","1828.txt","<P>","<P","<P",64,64,0
"923","1829.txt","doc.add(new TextField(""contents"", new BufferedReader(new InputStreamReader(fis, ""UTF-8""))));","doc.add(new TextField(""contents"", new BufferedReader(new InputStreamReader(fis, ""UTF-8"")), Field.Store.NO));","doc.add(new TextField(""contents"", new BufferedReader(new InputStreamReader(fis, ""UTF-8"")), Field.Store.NO));",193,193,0
"924","183.txt","setDatabaseProperty(""derby.authentication.server"", ""noSuchServer.invalid"", conn);","setDatabaseProperty(""derby.authentication.server"", ""noSuchServer"", conn);","setDatabaseProperty(""derby.authentication.server"", ""noSuchServer"", conn);",100,100,0
"925","1830.txt","""a a b c d e a f g h i j a b k k"")));","""a a b c d e a f g h i j a b k k""), Field.Store.NO));","""a a b c d e a f g h i j a b k k""), Field.Store.NO));",209,209,0
"926","1831.txt","doc.add(new TextField(""contents"", is));","doc.add(new TextField(""contents"", is, Field.Store.NO));","doc.add(new TextField(""contents"", is, Field.Store.NO));",189,189,0
"927","1832.txt","long timeout = DatabaseDescriptor.getRpcTimeout() - (System.currentTimeMillis() - startTime);","long timeout = System.currentTimeMillis() - startTime + DatabaseDescriptor.getRpcTimeout();","long timeout = System.currentTimeMillis() - startTime + DatabaseDescriptor.getRpcTimeout();",57,57,0
"928","1833.txt","long timeout = DatabaseDescriptor.getRpcTimeout() - (System.currentTimeMillis() - startTime);","long timeout = System.currentTimeMillis() - startTime + DatabaseDescriptor.getRpcTimeout();","long timeout = System.currentTimeMillis() - startTime + DatabaseDescriptor.getRpcTimeout();",64,64,0
"929","1834.txt","long overall_timeout = timeout - (System.currentTimeMillis() - startTime_);","long overall_timeout = System.currentTimeMillis() - startTime_ + timeout;","long overall_timeout = System.currentTimeMillis() - startTime_ + timeout;",81,81,0
"930","1835.txt","public static int getRpcPort(Configuration conf)","public static int getThriftPort(Configuration conf)","public static int getThriftPort(Configuration conf)",245,245,0
"931","1836.txt","return StoredFormatIds.ACCESS_B2I_V4_ID;","return StoredFormatIds.ACCESS_B2I_V3_ID;","return StoredFormatIds.ACCESS_B2I_V3_ID;",999,999,0
"932","1837.txt","throw new AssertionError();","throw new AssertionError(); // nocommit, implement the other types","throw new AssertionError(); // nocommit, implement the other types",86,86,0
"933","1838.txt","long start = System.nanoTime();","long start = System.currentTimeMillis();","long start = System.currentTimeMillis();",186,186,0
"934","1839.txt","public class TernaryOperatorNode extends OperatorNode","public class TernaryOperatorNode extends ValueNode","public class TernaryOperatorNode extends ValueNode",57,57,0
"935","184.txt","return getSlice(new SliceFromReadCommand(keyspace, key, column_parent, range.start, range.finish, range.reversed, range.count), consistency_level);","return getSlice(new SliceFromReadCommand(keyspace, key, column_parent, range.start, range.finish, range.is_ascending, range.count), consistency_level);","return getSlice(new SliceFromReadCommand(keyspace, key, column_parent, range.start, range.finish, range.is_ascending, range.count), consistency_level);",213,213,0
"936","1840.txt","StreamOut.transferRanges(newEndpoint, table, Arrays.asList(range), callback, OperationType.UNBOOTSTRAP);","StreamOut.transferRanges(newEndpoint, Table.open(table), Arrays.asList(range), callback, OperationType.UNBOOTSTRAP);","StreamOut.transferRanges(newEndpoint, Table.open(table), Arrays.asList(range), callback, OperationType.UNBOOTSTRAP);",2329,2329,0
"937","1841.txt","StreamIn.requestRanges(request.endpoint, request.cf.left, differences, callback, OperationType.AES);","StreamIn.requestRanges(request.endpoint, request.cf.left, Collections.singletonList(cfstore), differences, callback, OperationType.AES);","StreamIn.requestRanges(request.endpoint, request.cf.left, Collections.singletonList(cfstore), differences, callback, OperationType.AES);",497,497,0
"938","1842.txt","StreamOut.transferRangesForRequest(session, srm.ranges, srm.type);","StreamOut.transferRanges(session, srm.columnFamilies, srm.ranges, srm.type);","StreamOut.transferRanges(session, srm.columnFamilies, srm.ranges, srm.type);",54,54,0
"939","1843.txt","public int getSize();","public int size();","public int size();",28,28,0
"940","1844.txt","FixedBitSet verify = bits.clone();","FixedBitSet verify = new FixedBitSet(bits);","FixedBitSet verify = new FixedBitSet(bits);",52,52,0
"941","1845.txt","maxValue = Math.max(val, maxValue);","maxValue = Math.min(val, maxValue);","maxValue = Math.min(val, maxValue);",94,94,0
"942","1846.txt","if (success && !merge.isAborted() && !closed && !closing) {","if (success && !merge.isAborted() && (merge.optimize || (!closed && !closing))) {","if (success && !merge.isAborted() && (merge.optimize || (!closed && !closing))) {",3665,3665,0
"943","1847.txt","DatabaseDescriptor.getCommitLogLocation(),","DatabaseDescriptor.getLogFileLocation(),","DatabaseDescriptor.getLogFileLocation(),",48,48,0
"944","1848.txt","public static String getCommitLogLocation()","public static String getLogFileLocation()","public static String getLogFileLocation()",883,883,0
"945","1849.txt","agent.markCommunicationsFailure (e,""DDMWriter.writeScalarStream()"",","agent.markCommunicationsFailure (""DDMWriter.writeScalarStream()"",","agent.markCommunicationsFailure (""DDMWriter.writeScalarStream()"",",712,712,0
"946","185.txt","float expectedScore = N_DOCS - i - 1;","float expectedScore = N_DOCS - i;","float expectedScore = N_DOCS - i;",136,136,0
"947","1850.txt","catch (ClassNotFoundException t)","catch (Throwable t)","catch (Throwable t)",214,214,0
"948","1851.txt","""  <node name=\""id\"" value=\""12345\""/>"" +","""  <node name=\""id\"" enhance=\""2.2\"" value=\""12345\""/>"" +","""  <node name=\""id\"" enhance=\""2.2\"" value=\""12345\""/>"" +",60,60,0
"949","1852.txt","schemaSources.add(new StreamSource(url.openStream(), url.toExternalForm()));","schemaSources.add(new StreamSource(url.openStream()));","schemaSources.add(new StreamSource(url.openStream()));",240,240,0
"950","1853.txt","public void test() throws IOException {","public void test() {","public void test() {",44,44,0
"951","1854.txt","public IndexOutput createOutput(String name) throws IOException {","public IndexOutput createOutput(String name) {","public IndexOutput createOutput(String name) {",212,212,0
"952","1855.txt","throw new RuntimeException(""SolrCore.getOpenCount()==""+c.getOpenCount());","throw new RuntimeException(""SolrCore.getOpenCount()==""+core.getOpenCount());","throw new RuntimeException(""SolrCore.getOpenCount()==""+core.getOpenCount());",402,402,0
"953","1856.txt","privExists(getMirrorControlFileName()))","getMirrorControlFileName().exists())","if (privExists(logControlFileName))",2933,2913,1
"954","1857.txt","final Field idField = newField(r, ""id"", """", Field.Store.YES, Field.Index.NOT_ANALYZED);","final Field idField = newField(""id"", """", Field.Store.YES, Field.Index.NOT_ANALYZED);","final Field idField = newField(""id"", """", Field.Store.YES, Field.Index.NOT_ANALYZED);",76,76,0
"955","1858.txt","docWriter = new DocumentsWriter(directory, this, conf.getIndexingChain(), conf.getMaxThreadStates());","docWriter = new DocumentsWriter(directory, this, conf.getIndexingChain());","docWriter = new DocumentsWriter(directory, this, conf.getIndexingChain());",1161,1161,0
"956","1859.txt","throw new RuntimeException(""One thread threw an exception"", exception.get());","throw new AssertionError(""One thread threw an exception"", exception.get());","throw new AssertionError(""One thread threw an exception"", exception.get());",725,725,0
"957","186.txt","return (end - sindex.getOrd(doc+off) - 1);","return (end - sindex.getOrd(doc+off));","return (end - sindex.getOrd(doc+off));",82,82,0
"958","1860.txt","zkClient.makePath(zkPath + ""/"" + file.getName(), file);","zkClient.setData(zkPath + ""/"" + file.getName(), file);","zkClient.setData(zkPath + ""/"" + file.getName(), file);",625,625,0
"959","1861.txt","public FieldConfig getFieldConfig(String fieldName) {","public FieldConfig getFieldConfig(CharSequence fieldName) {","public FieldConfig getFieldConfig(CharSequence fieldName) {",36,36,0
"960","1862.txt","public FieldConfig getFieldConfig(String fieldName) {","public FieldConfig getFieldConfig(CharSequence fieldName) {","public FieldConfig getFieldConfig(CharSequence fieldName) {",63,63,0
"961","1863.txt","public static final String TAG_ID = ""MultiTermRewriteMethodAttribute"";","public static final CharSequence TAG_ID = ""MultiTermRewriteMethodAttribute"";","public static final CharSequence TAG_ID = ""MultiTermRewriteMethodAttribute"";",35,35,0
"962","1864.txt","fieldConfig.getField());","fieldConfig.getFieldName().toString());","fieldConfig.getFieldName().toString());",56,56,0
"963","1865.txt","Float boost = fieldBoostMapAttr.getFieldBoostMap().get(fieldConfig.getField());","Float boost = fieldBoostMapAttr.getFieldBoostMap().get(fieldConfig.getFieldName());","Float boost = fieldBoostMapAttr.getFieldBoostMap().get(fieldConfig.getFieldName());",50,50,0
"964","1866.txt","return supportsUDTs_;","return supportsSessionDataCaching_;","return supportsQryclsimp_;",132,112,1
"965","1867.txt","Collection<InetAddress> endpoints = tmd.getWriteEndpoints(keyTokens[i], table, strategy.getNaturalEndpoints(keyTokens[i])).left;","Collection<InetAddress> endpoints = tmd.getWriteEndpoints(keyTokens[i], table, strategy.getNaturalEndpoints(keyTokens[i]));","Collection<InetAddress> endpoints = tmd.getWriteEndpoints(keyTokens[i], table, strategy.getNaturalEndpoints(keyTokens[i]));",149,149,0
"966","1868.txt","|| !coreNodeProps.getState().equals(","&& coreNodeProps.getState().equals(","&& coreNodeProps.getState().equals(",167,167,0
"967","1869.txt","if (bundleClassName.startsWith(""org.eclipse.osgi"")) {","if (bundleClassName.startsWith(""org.eclipse.equinox"")) {","if (bundleClassName.startsWith(""org.eclipse.equinox"")) {",69,69,0
"968","187.txt","assertEquals(""data"" + File.separator, desc.getProperty(""solr.core.dataDir""));","assertEquals(""data/"", desc.getProperty(""solr.core.dataDir""));","assertEquals(""data/"", desc.getProperty(""solr.core.dataDir""));",410,410,0
"969","1870.txt","protected Lock writeLock;","private Lock writeLock;","private Lock writeLock;",227,227,0
"970","1871.txt","if (count.equals(previousCount))","if (count == previousCount)","if (count == previousCount)",109,109,0
"971","1872.txt","map.put(""org.apache.cassandra.db.marshal.CounterColumnType"", JdbcCounterColumn.instance);","map.put(""org.apache.cassandra.db.marshal.ColumnCounterType"", JdbcCounterColumn.instance);","map.put(""org.apache.cassandra.db.marshal.ColumnCounterType"", JdbcCounterColumn.instance);",36,36,0
"972","1873.txt","this.qWeight = q.createWeight(searcher);","this.qWeight = q.weight(searcher);","this.qWeight = q.weight(searcher);",70,70,0
"973","1874.txt","spanScorer = searcher.createNormalizedWeight(snq).scorer(leaves[i], ScorerContext.def());","spanScorer = snq.weight(searcher).scorer(leaves[i], ScorerContext.def());","spanScorer = snq.weight(searcher).scorer(leaves[i], ScorerContext.def());",437,437,0
"974","1875.txt","final Weight w = searcher.createNormalizedWeight(query);","final Weight w = query.weight(searcher);","final Weight w = query.weight(searcher);",200,200,0
"975","1876.txt","this.subQueryWeight = subQuery.createWeight(searcher);","this.subQueryWeight = subQuery.weight(searcher);","this.subQueryWeight = subQuery.weight(searcher);",190,190,0
"976","1877.txt","final Weight weight = new IndexSearcher(privateContext).createNormalizedWeight(query);","final Weight weight = query.weight(new IndexSearcher(privateContext));","final Weight weight = query.weight(new IndexSearcher(privateContext));",55,55,0
"977","1878.txt","return getTermDocsEnum(r, liveDocs, field, term, DocsEnum.FLAG_FREQS);","return getTermDocsEnum(r, liveDocs, field, term);","return getTermDocsEnum(r, liveDocs, field, term);",128,128,0
"978","1879.txt","SSTableReader sstable = SSTableUtils.prepare().write(rows);","SSTableReader sstable = SSTableUtils.writeSSTable(rows);","SSTableReader sstable = SSTableUtils.writeSSTable(rows);",89,89,0
