"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"483","10431.txt","import org.columba.mail.gui.table.selection.TableSelectionChangedEvent;","import org.columba.mail.gui.table.TableSelectionChangedEvent;","import org.columba.mail.gui.table.TableSelectionChangedEvent;",24,24,0
"484","10432.txt","if (isSupported(""STLS"") || isSupported(""STARTTLS"") || (capabilities.length == 0)) {","if (isSupported(""STLS"") || (capabilities.length == 0)) {","if (isSupported(""STLS"") || (capabilities.length == 0)) {",277,277,0
"485","10433.txt","setActionDefinitionId(IWorkbenchCommandConstants.FILE_SAVE_AS);","setActionDefinitionId(IWorkbenchCommandConstants.FILE_SAVEAS);","setActionDefinitionId(IWorkbenchCommandConstants.FILE_SAVEAS);",31,31,0
"486","10434.txt","boolean overriding = methDecl == null || methDecl.binding == null ? false : !methDecl.binding.isStatic() && ((methDecl.binding.modifiers & (ExtraCompilerModifiers.AccImplementing | ExtraCompilerModifiers.AccOverriding)) != 0);","boolean overriding = methDecl == null || methDecl.binding == null ? false : !methDecl.binding.isStatic() && ((methDecl.binding.modifiers & (AccImplementing | AccOverriding)) != 0);","boolean overriding = methDecl == null || methDecl.binding == null ? false : !methDecl.binding.isStatic() && ((methDecl.binding.modifiers & (AccImplementing | AccOverriding)) != 0);",127,127,0
"487","10435.txt","//	System.out.println(""DECODING : "" +data );","System.out.println(""DECODING : "" +data );","System.out.println(""DECODING : "" +data );",282,282,0
"488","10436.txt","syntheticField = sourceType.addSyntheticFieldForClassLiteral(targetType, currentScope);","syntheticField = sourceType.addSyntheticField(targetType, currentScope);","syntheticField = sourceType.addSyntheticField(targetType, currentScope);",43,43,0
"489","10437.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",12,12,0
"490","10438.txt","Copyright (c) 2003 IBM Corporation and others.","Copyright (c) 2002 IBM Corporation and others.","Copyright (c) 2002 IBM Corporation and others.",2,2,0
"491","10439.txt","if (((TreeSelectionChangedEvent) e).getSelected().length == 1 && ((TreeSelectionChangedEvent) e).getSelected()[0].getAllowsChildren()) {","if (((TreeSelectionChangedEvent) e).getSelected().length > 0) {","if (((TreeSelectionChangedEvent) e).getSelected().length > 0) {",98,98,0
"492","1044.txt","public interface ICommandDefinition extends Comparable {","public interface ICommandDefinition {","public interface ICommandDefinition {",27,27,0
"493","10440.txt","throw new NotPresentException(""Internal Error - No current state""/*nonNLS*/);","throw new NotPresentException(Util.bind(""build.noState""/*nonNLS*/));","throw new NotPresentException(Util.bind(""build.noState""/*nonNLS*/));",198,198,0
"494","10441.txt","sb.append(ResponseUtils.filter(label));","sb.append(label);","sb.append("" selected"");",298,296,0.964027580075817
"495","10442.txt","if (IndexManager.VERBOSE) System.out.println(""-> merging index : ""/*nonNLS*/+index.getIndexFile());","if (IndexManager.VERBOSE) System.out.println(""-> merging index : ""+index.getIndexFile()); //$NON-NLS-1$","if (IndexManager.VERBOSE) System.out.println(""-> merging index : ""+index.getIndexFile()); //$NON-NLS-1$",59,59,0
"496","10443.txt","import org.apache.turbine.services.db.om.*;","import org.apache.turbine.om.*;","import org.apache.turbine.om.*;",7,7,0
"497","10444.txt","return TypeBinding.LONG;","return LongBinding;","return LongBinding;",115,115,0
"498","10445.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return name;",545,132,1
"499","10446.txt","set.addOpenRange(startIdx);","set.addRightOpen(startIdx);","set.addRightOpen(startIdx);",1052,1052,0
"500","10447.txt","return tabString(tab) + ""Recovered statement:\n""/*nonNLS*/ + statement.toString(tab + 1);","return tabString(tab) + ""Recovered statement:\n"" + statement.toString(tab + 1); //$NON-NLS-1$","return tabString(tab) + ""Recovered statement:\n"" + statement.toString(tab + 1); //$NON-NLS-1$",33,33,0
"501","10448.txt","protected String patternString = """";","protected String patternString = new String();","protected String patternString = new String();",49,49,0
"502","10449.txt","<p>See the <a href=""../../../manual.html"">user manual</a> for an","<p>See the <a href=""../../manual.html"">user manual</a> for an","<p>See the <a href=""../../manual.html"">user manual</a> for an",45,45,0
"503","1045.txt","int result = OperatorExpression.OperatorSignatures[operator][ (lhsId << 4) + expressionId];","int result = OperatorExpression.ResolveTypeTables[operator][ (lhsId << 4) + expressionId];","int result = OperatorExpression.ResolveTypeTables[operator][ (lhsId << 4) + expressionId];",121,121,0
"504","10450.txt","defaultOptionsMap.put(JavaCore.CODEASSIST_CAMEL_CASE_MATCH, JavaCore.DISABLED);","defaultOptionsMap.put(JavaCore.CODEASSIST_CAMEL_CASE_MATCH, JavaCore.ENABLED);","defaultOptionsMap.put(JavaCore.CODEASSIST_CAMEL_CASE_MATCH, JavaCore.ENABLED);",88,88,0
"505","10451.txt","import org.jboss.mx.util.JMXExceptionDecoder;","import org.jboss.util.jmx.JMXExceptionDecoder;","import org.jboss.util.jmx.JMXExceptionDecoder;",33,33,0
"506","10452.txt","Executable_Filters = new String[] { ""*.exe"", ""*.bat"", ""*.*""};//$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$","Executable_Filters = new String[] { ""*.exe"", ""*.bat"", ""*.*""};//$NON-NLS-1$","Executable_Filters = new String[] {""*""};//$NON-NLS-1$",54,56,0.964027580075817
"507","10453.txt","config.setInitParameter(""application"", ""org.apache.struts.webapp.example.ApplicationResources"");","config.setInitParameter(""application"", ""org.apache.struts.example.ApplicationResources"");","config.setInitParameter(""application"", ""org.apache.struts.example.ApplicationResources"");",157,157,0
"508","10454.txt","""Problem parsing XML document. See previously reported errors. Abandoning all further processing.""));","""Problem parsing XML document. See previously reported errors. Abandoning all furhter processing.""));","""Problem parsing XML document. See previously reported errors. Abandoning all furhter processing.""));",92,92,0
"509","10455.txt","IProblemRequestor problemRequestor = (IProblemRequestor)JavaModelManager.getJavaModelManager().getInfo(workingCopy);","IProblemRequestor problemRequestor = workingCopy.owner.getProblemRequestor();","IProblemRequestor problemRequestor = workingCopy.owner.getProblemRequestor();",59,59,0
"510","10456.txt","((Clinit) method).setAssertionSupport(assertionSyntheticFieldBinding, currentScope.compilerOptions().sourceLevel < ClassFileConstants.JDK1_5);","((Clinit) method).setAssertionSupport(assertionSyntheticFieldBinding, currentScope.environment().options.sourceLevel < ClassFileConstants.JDK1_5);","((Clinit) method).setAssertionSupport(assertionSyntheticFieldBinding, currentScope.environment().options.sourceLevel < ClassFileConstants.JDK1_5);",180,180,0
"511","10457.txt","appender.activateOptions();","appender.activate();","appender.activate();",40,40,0
"512","10458.txt","signer.toWireCanonical(out);","signer.toWireCanonical(out, null);","signer.toWireCanonical(out, null);",213,213,0
"513","10459.txt","typeArguments[i] = this.environment.convertToRawType(typeVariables[i].erasure());","typeArguments[i] = this.environment.convertToRawType(typeVariables[i].upperBound());","typeArguments[i] = this.environment.convertToRawType(typeVariables[i].upperBound());",145,145,0
"514","1046.txt","this.locator.lookupEnvironment.buildTypeBindings(unit, null /*no access restriction*/);","this.locator.lookupEnvironment.buildTypeBindings(unit);","this.locator.lookupEnvironment.buildTypeBindings(unit);",137,137,0
"515","10460.txt","return	operatorToString() + "" "" + expression.toStringExpression() ; } //$NON-NLS-1$","returnoperatorToString() + "" ""/*nonNLS*/ + expression.toStringExpression() ; }","returnoperatorToString() + "" ""/*nonNLS*/ + expression.toStringExpression() ; }",248,248,0
"516","10461.txt","if (line >= 0) {","if (pos >= 0) {","if (lastLine >= 0) {",224,829,1
"517","10462.txt","sql.append(""{call INSERT INTO "").append(entity.getQualifiedTableName());","sql.append(""{call INSERT INTO "").append(entity.getTableName());","sql.append(""{call INSERT INTO "").append(entity.getTableName());",54,54,0
"518","10463.txt","addField(Argo.localize(""UMLMenu"", ""label.namespace""),namespaceComboBox);","addField(Argo.localize(""UMLMenu"", ""label.namespace""),namespaceScroll);","addField(Argo.localize(""UMLMenu"", ""label.namespace""),namespaceScroll);",132,132,0
"519","10464.txt","if (!fe.hasNextFigure()) {","if (!fe.hasMoreElements()) {","if (!fe.hasMoreElements()) {",166,166,0
"520","10465.txt",".getBestActiveBindingFor(command);",".getBestActiveBindingFor(command.getId());",".getBestActiveBindingFor(command.getId());",468,468,0
"521","10466.txt","depCentric.addSubTreeModel(new GoElement2DependentElement());","depCentric.addSubTreeModel(new GoElementToDependentElement());","depCentric.addSubTreeModel(new GoElementToDependentElement());",230,230,0
"522","10467.txt","return new StringBuffer(""TypeIndictment("").append(fName).append("")"").toString(); //$NON-NLS-1$ //$NON-NLS-2$","return new StringBuffer(""TypeIndictment(""/*nonNLS*/).append(fName).append("")""/*nonNLS*/).toString();","return new StringBuffer(""TypeIndictment(""/*nonNLS*/).append(fName).append("")""/*nonNLS*/).toString();",31,31,0
"523","10468.txt","package org.jhotdraw.contrib.html;","package CH.ifa.draw.contrib.html;","package CH.ifa.draw.contrib.html;",11,11,0
"524","10469.txt","public NLSLine currentLine= null;","NLSLine currentLine= null;","NLSLine currentLine= null;",143,143,0
"525","1047.txt","import org.columba.mail.gui.table.selection.TableSelectionChangedEvent;","import org.columba.mail.gui.table.TableSelectionChangedEvent;","import org.columba.mail.gui.table.TableSelectionChangedEvent;",21,21,0
"526","10470.txt","if (resolvedExceptionType.isGenericType() || resolvedExceptionType.isBoundParameterizedType()) {","if (resolvedExceptionType.isGenericType() || resolvedExceptionType.isParameterizedType()) {","if (resolvedExceptionType.isGenericType() || resolvedExceptionType.isParameterizedType()) {",1107,1107,0
"527","10471.txt","title, statusInfo, IStatus.OK | IStatus.INFO","title, msg, statusInfo, IStatus.OK | IStatus.INFO","title, msg, statusInfo, IStatus.OK | IStatus.INFO",183,183,0
"528","10472.txt","s = s + ""continue ""; //$NON-NLS-1$","s = s + ""continue ""/*nonNLS*/;","s = s + ""continue ""/*nonNLS*/;",72,72,0
"529","10473.txt","this.setFile(fileName, false, this.bufferedIO, this.bufferSize);","this.setFile(fileName, false);","this.setFile(fileName, false);",303,303,0
"530","10474.txt","private static final String VERSION_INFO = ""1.99.99 (2 Sep 2004)"";","private static final String VERSION_INFO = ""1.99.99 (20 Aug 2004)"";","private static final String VERSION_INFO = ""1.99.99 (20 Aug 2004)"";",13,13,0
"531","10475.txt","for (int i = 0, length = children.length; i < length; i++) {","for (int i = 0, length = children.length; i < 0; i++) {","for (int i = 0, length = children.length; i < 0; i++) {",1003,1003,0
"532","10476.txt","s += new String(label) + "": "" + statement.toString(0); //$NON-NLS-1$","s += new String(label) + "": ""/*nonNLS*/ + statement.toString(0);","s += new String(label) + "": ""/*nonNLS*/ + statement.toString(0);",80,80,0
"533","10477.txt","date.setTime(event.getTimeStamp());","date.setTime(event.timeStamp);","date.setTime(event.timeStamp);",67,67,0
"534","10478.txt","pkg = new String(parameterPackageNames[i]) + "".""/*nonNLS*/;","pkg = new String(parameterPackageNames[i]) + "".""; //$NON-NLS-1$","pkg = new String(parameterPackageNames[i]) + "".""; //$NON-NLS-1$",63,63,0
"535","10479.txt","return KeyBinding.create(command, keyConfiguration, keySequence, Persistence.ZERO_LENGTH_STRING, Persistence.ZERO_LENGTH_STRING, plugin, RANK_PREFERENCE, scope);","return KeyBinding.create(command, keyConfiguration, keySequence, Persistence.ZERO_LENGTH_STRING, Persistence.ZERO_LENGTH_STRING, plugin, 0, scope);","return KeyBinding.create(command, keyConfiguration, keySequence, Persistence.ZERO_LENGTH_STRING, Persistence.ZERO_LENGTH_STRING, plugin, 0, scope);",176,176,0
"536","1048.txt","return Localizer.localize (""Tree"", ""misc.stimulus.action"");","return Localizer.localize (""Tree"", ""Stimulus->Action"");","return Localizer.localize (""Tree"", ""Stimulus->Action"");",41,41,0
"537","10480.txt","StringManager.getManager(""org.apache.tomcat.resources"");","StringManager.getManager(""org.apache.tomcat.request"");","StringManager.getManager(""org.apache.tomcat.request"");",170,170,0
"538","10481.txt","model = new Model(""GraphicsExample"");","model = new Model(""default"");","model = new Model(""default"");",55,55,0
"539","10482.txt","public boolean isEnumConstant;","boolean isEnumConstant;","boolean isEnumConstant;",23,23,0
"540","10483.txt","if (root.getPath().isPrefixOf(path) && !Util.isExcluded(path, root.fullInclusionPatternChars(), root.fullExclusionPatternChars(), false)) {","if (root.getPath().isPrefixOf(path) && !Util.isExcluded(path, root.fullExclusionPatternChars())) {","if (root.getPath().isPrefixOf(path) && !Util.isExcluded(path, root.fullExclusionPatternChars())) {",610,610,0
"541","10484.txt","TypeBinding rawType = environment.convertToRawType(receiverType.erasure());","TypeBinding rawType = environment.convertToRawType(receiverType);","TypeBinding rawType = environment.convertToRawType(receiverType);",219,219,0
"542","10485.txt","currentTokenStartPosition = this.scanner.currentPosition;","currentTokenStartPosition = this.scanner.getCurrentTokenStartPosition();","currentTokenStartPosition = this.scanner.getCurrentTokenStartPosition();",1209,1209,0
"543","10486.txt","WorkbenchPlugin.log(exception);","WorkbenchPlugin.getDefault().getLog().log(exception.getStatus());","WorkbenchPlugin.getDefault().getLog().log(exception.getStatus());",245,245,0
"544","10487.txt","return getMethodToExecute() != null;","return getMethodToExecute() == null;","return getMethodToExecute() == null;",120,120,0
"545","10488.txt","return ""ClasspathDirectory "" + path; //$NON-NLS-1$","return ""ClasspathDirectory ""/*nonNLS*/ + path;","return ""ClasspathDirectory ""/*nonNLS*/ + path;",78,78,0
"546","10489.txt","ContentProposalAdapter.FILTER_NONE,","ContentProposalAdapter.FILTER_CHARACTER,","ContentProposalAdapter.FILTER_CHARACTER,",91,91,0
"547","1049.txt","return ""NamespaceNode(""/*nonNLS*/ + fPackage.getName() + "")""/*nonNLS*/;","return ""NamespaceNode("" + fPackage.getName() + "")""; //$NON-NLS-1$ //$NON-NLS-2$","return ""NamespaceNode("" + fPackage.getName() + "")""; //$NON-NLS-1$ //$NON-NLS-2$",65,65,0
"548","10490.txt","super(TYPE_REF_PATTERN, matchMode, isCaseSensitive);","super(matchMode, isCaseSensitive);","super(matchMode, isCaseSensitive);",47,47,0
"549","10491.txt","import org.columba.mail.gui.message.AttachmentModel;","import org.columba.mail.gui.attachment.AttachmentModel;","import org.columba.mail.gui.attachment.AttachmentModel;",57,57,0
"550","10492.txt","ASTNode clone0(AST target) {","ASTNode clone(AST target) {","ASTNode clone(AST target) {",84,84,0
"551","10493.txt","| SWT.RESIZE | SWT.MODELESS);","| SWT.MODELESS);","| SWT.MODELESS);",54,54,0
"552","10494.txt","Copyright (c) 2003 IBM Corporation and others.","Copyright (c) 2002 IBM Corporation and others.","Copyright (c) 2002 IBM Corporation and others.",2,2,0
"553","10495.txt","int IllegalGenericArray = TypeRelated + 535;","int IllegalArrayOfParameterizedType = TypeRelated + 535;","int IllegalArrayOfParameterizedType = TypeRelated + 535;",867,867,0
"554","10496.txt","((AbstractMailFrameController) getFrameMediator())","((AbstractMailFrameController) getFrameController())","((AbstractMailFrameController) getFrameController())",76,76,0
"555","10497.txt","protected AdditionalTypeCollection(char[][] additionalTypeNames, char[][][] qualifiedReferences, char[][] simpleNameReferences) {","public AdditionalTypeCollection(char[][] additionalTypeNames, char[][][] qualifiedReferences, char[][] simpleNameReferences) {","public AdditionalTypeCollection(char[][] additionalTypeNames, char[][][] qualifiedReferences, char[][] simpleNameReferences) {",12,12,0
"556","10498.txt","protected IDOMNode generateSyntaxIncorrectDOM() {","protected IDOMNode generateSyntaxIncorrectDOM() throws JavaModelException {","protected IDOMNode generateSyntaxIncorrectDOM() throws JavaModelException {",80,80,0
"557","10499.txt","switch (type.kind()) {","switch (type.bindingType()) {","switch (type.bindingType()) {",649,649,0
"558","105.txt","IWorkbenchAdapter2.class);","IWorkbenchAdapter.class);","IWorkbenchAdapter.class);",136,123,0.999999999989782
"559","1050.txt","extends BaseModule","extends ZZBaseModule","extends ZZBaseModule",30,30,0
"560","10500.txt","this.ast = workingCopy.makeConsistent(this.astLevel, this.resolveBindings, this.enableStatementsRecovery, this.problems, this.progressMonitor);","this.ast = workingCopy.makeConsistent(this.astLevel, this.resolveBindings, this.problems, this.progressMonitor);","this.ast = workingCopy.makeConsistent(this.astLevel, this.resolveBindings, this.problems, this.progressMonitor);",131,131,0
"561","10501.txt","public MessageFolder createFolder(int folderId) {","public Folder createFolder(int folderId) {","public Folder createFolder(int folderId) {",39,39,0
"562","10502.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return null;",59,28,1
"563","10503.txt","import org.columba.core.selection.SelectionHandler;","import org.columba.core.gui.selection.SelectionHandler;","import org.columba.core.gui.selection.SelectionHandler;",10,10,0
"564","10504.txt","super(""action.settings-for-project-code-generation"", NO_ICON);","super(""Settings for Generate for Project"", NO_ICON);","super(""Settings for Generate for Project"", NO_ICON);",42,42,0
"565","10505.txt","if (hasFocus && textChanged && filterText.getText().trim().length() > 0){","if (hasFocus && textChanged){","if (hasFocus && textChanged){",204,204,0
"566","10506.txt","return qualification.toString(0)+"".this"" ; //$NON-NLS-1$","return qualification.toString(0)+"".this""/*nonNLS*/ ;","return qualification.toString(0)+"".this""/*nonNLS*/ ;",122,122,0
"567","10507.txt","import org.columba.core.desktop.ColumbaDesktop;","import org.columba.core.io.ColumbaDesktop;","import org.columba.core.io.ColumbaDesktop;",26,26,0
"568","10508.txt","event = new CharsetEvent( this, charsetId, charsets[charsetId]);","event = new CharsetEvent( charsetId,  charsets[charsetId]);","event = new CharsetEvent( charsetId,  charsets[charsetId]);",185,185,0
"569","10509.txt","int midIndex =  left + (right - left) / 2;","int midIndex =  (left + right) / 2;","int midIndex =  (left + right) / 2;",35,35,0
"570","1051.txt","keywords[count++] = Keywords.ABSTRACT;","keywords[count++] = Keywords.ABSTARCT;","keywords[count++] = Keywords.ABSTARCT;",1533,1533,0
"571","10510.txt","VectorSet _checked = new VectorSet();","Set _checked = new Set();","Set _checked = new Set();",200,200,0
"572","10511.txt","import org.eclipse.jdt.core.compiler.CharOperation;","import org.eclipse.jdt.internal.compiler.util.CharOperation;","import org.eclipse.jdt.internal.compiler.util.CharOperation;",24,24,0
"573","10512.txt","import org.columba.addressbook.facade.IHeaderItem;","import org.columba.addressbook.model.IHeaderItem;","import org.columba.addressbook.model.IHeaderItem;",18,18,0
"574","10513.txt","path[count++] = ((SourceTypeBinding) syntheticField.declaringClass).addSyntheticMethod(syntheticField, true/*read*/, false /*not super access*/);","path[count++] = ((SourceTypeBinding) syntheticField.declaringClass).addSyntheticMethod(syntheticField, true);","path[count++] = ((SourceTypeBinding) syntheticField.declaringClass).addSyntheticMethod(syntheticField, true);",792,792,0
"575","10514.txt","public String getModuleVersion() { return ArgoVersion.getVersion(); }","public String getModuleVersion() { return ArgoVersion.VERSION; }","public String getModuleVersion() { return ArgoVersion.VERSION; }",56,56,0
"576","10515.txt","h.getAttributes().put(""columba.attachment"", h.hasAttachments());","h.set(""columba.attachment"", h.hasAttachments());","h.getAttributes().put(""columba.fetchstate"", Boolean.TRUE);",258,259,0.761594155955765
"577","10516.txt","return ""FirstWordInBlock: "" + new String(word) + "", blockNum: "" + blockNum; //$NON-NLS-1$ //$NON-NLS-2$","return ""FirstWordInBlock: ""/*nonNLS*/ + new String(word) + "", blockNum: ""/*nonNLS*/ + blockNum;","return ""FirstWordInBlock: ""/*nonNLS*/ + new String(word) + "", blockNum: ""/*nonNLS*/ + blockNum;",48,48,0
"578","10517.txt","import org.eclipse.ui.statushandlers.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;",50,50,0
"579","10518.txt","c.getMessageViewerDockable().setTitle(title);","c.getMessageViewerPanel().setTitle(title);","c.getMessageViewerPanel().setTitle(title);",310,310,0
"580","10519.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return extension;",78,79,0.761594155955765
"581","1052.txt","public interface GraphNodeHooks extends java.io.Serializable{","public interface GraphNodeHooks {","public interface GraphNodeHooks {",39,39,0
"582","10520.txt","if (!isConsistent()) { // TODO: (jerome) this code isn't synchronized with regular opening of a working copy (should use getElementInfo)","if (!isConsistent()) { // TODO: this code isn't synchronized with regular opening of a working copy (should use getElementInfo)","if (((ICompilationUnit) parent).isWorkingCopy() && !((ICompilationUnit) parent).getOriginalElement().equals(cu)) {",339,206,1
"583","10521.txt","package org.eclipse.ui.commands;","package org.eclipse.ui.internal.commands.api;","package org.eclipse.ui.internal.commands.api;",12,12,0
"584","10522.txt","//setEnabled(false);","setEnabled(false);","setEnabled(false);",44,44,0
"585","10523.txt","typeDeclaration.createsInternalConstructor(!parser().diet, true);","typeDeclaration.createsInternalConstructor(true, true);","typeDeclaration.createsInternalConstructor(true, true);",353,353,0
"586","10524.txt","@version $Revision: 1.4 $","@version $Revision: 1.3 $","@version $Revision: 1.3 $",33,33,0
"587","10525.txt","IWorkingCopy[] workingCopies = this.hierarchy.workingCopies;","IWorkingCopy[] workingCopies = this.getWokingCopies();","IWorkingCopy[] workingCopies = this.getWokingCopies();",247,247,0
"588","10526.txt","""org.columba.mail.filteraction"");","""filter_actions"");","""filter_actions"");",146,146,0
"589","10527.txt","if (tsig.verify(query, in, null) != Rcode.NOERROR)","if (!tsig.verify(query, in, null))","if (!tsig.verify(query, in, null))",403,403,0
"590","10528.txt","import org.eclipse.ui.activities.ws.IPluginContribution;","import org.eclipse.ui.activities.support.IPluginContribution;","import org.eclipse.ui.activities.support.IPluginContribution;",19,19,0
"591","10529.txt","this.mustResolve = mustResolve();","((InternalSearchPattern)this).mustResolve = mustResolve();","((InternalSearchPattern)this).mustResolve = mustResolve();",52,52,0
"592","1053.txt","return tabString(tab) + ""Recovered import: "" + importReference.toString(); //$NON-NLS-1$","return tabString(tab) + ""Recovered import: ""/*nonNLS*/ + importReference.toString();","return tabString(tab) + ""Recovered import: ""/*nonNLS*/ + importReference.toString();",32,32,0
"593","10530.txt","Class loadedClass= loader.loadClass(""junit.tests.runner.LoadedFromJar"", true);","Class loadedClass= loader.loadClass(""junit.tests.LoadedFromJar"", true);","Class loadedClass= loader.loadClass(""junit.tests.LoadedFromJar"", true);",36,36,0
"594","10531.txt","public ActionForward execute(Exception ex,","protected ActionForward execute(Exception ex,","protected ActionForward execute(Exception ex,",88,88,0
"595","10532.txt","protected boolean isValidElement(Object m) {","protected boolean isValidElement(MBase m) {","protected boolean isValidElement(MBase m) {",67,67,0
"596","10533.txt","menuItem.setText(WorkbenchMessages.getString(""PartPane.restore"")); //$NON-NLS-1$","menuItem.setText(WorkbenchMessages.getString(""PartPane.restore""));","menuItem.setText(WorkbenchMessages.getString(""PartPane.restore""));",36,36,0
"597","10534.txt","import org.columba.api.gui.frame.IFrameMediator;","import org.columba.core.gui.frame.IFrameMediator;","import org.columba.core.gui.frame.IFrameMediator;",23,23,0
"598","10535.txt","fLines.addElement(st.nextToken());","fLines.add(st.nextToken());","fLines.add(st.nextToken());",51,51,0
"599","10536.txt","ReferenceBinding context = ((ClassScope)this).referenceType().binding;","ReferenceBinding context = ((BlockScope)this).referenceType().binding;","ReferenceBinding context = ((BlockScope)this).referenceType().binding;",1194,1194,0
"600","10537.txt","private String processElement(ICompilationUnit unit, int[] positionsToMap, char[] source) {","private String processElement(ICompilationUnit unit, int[] positionsToMap, char[] source) throws JavaModelException {","private String processElement(ICompilationUnit unit, int[] positionsToMap, char[] source) throws JavaModelException {",87,87,0
"601","10538.txt","if ((target != null) && (target != target.getDecoratedFigure())) {","if (target != null && target instanceof DecoratorFigure) {","if (target != null && target instanceof DecoratorFigure) {",50,50,0
"602","10539.txt","protected boolean needsResolve = true;","protected boolean needsResolve;","protected boolean needsResolve;",43,43,0
"603","1054.txt","import org.columba.core.main.MainInterface;","import org.columba.main.MainInterface;","import org.columba.main.MainInterface;",32,32,0
"604","10540.txt","super(null,name, (int) (posNom >>> 32), (int) posNom);","super(null,name, (int) (posNom >>> 32), (int) (posNom & 0xFFFFFFFFL));","super(null,name, (int) (posNom >>> 32), (int) (posNom & 0xFFFFFFFFL));",13,13,0
"605","10541.txt","| SWT.MULTI | SWT.READ_ONLY | SWT.LEFT_TO_RIGHT);","| SWT.MULTI | SWT.READ_ONLY);","| SWT.MULTI | SWT.READ_ONLY);",133,133,0
"606","10542.txt","import com.ibm.icu.text.Collator;","import java.text.Collator;","import java.text.Collator;",13,13,0
"607","10543.txt","import org.columba.addressbook.config.AdapterNode;","import org.columba.core.config.AdapterNode;","import org.columba.core.config.AdapterNode;",20,20,0
"608","10544.txt","import org.columba.mail.gui.table.model.HeaderTableModel;","import org.columba.mail.gui.table.HeaderTableModel;","import org.columba.mail.gui.table.HeaderTableModel;",27,27,0
"609","10545.txt","protected","private","protected int i;",106,66,1
"610","10546.txt","if (previousValueKind != -1 && memberValuePair.valueKind != previousValueKind) {","if (previousValueKind != IMemberValuePair.K_UNKNOWN && memberValuePair.valueKind != previousValueKind) {","if (previousValueKind != IMemberValuePair.K_UNKNOWN && memberValuePair.valueKind != previousValueKind) {",634,634,0
"611","10547.txt","return Util.bind(""operation.moveElementProgress""); //$NON-NLS-1$","return Util.bind(""operation.moveElementProgress""/*nonNLS*/);","return Util.bind(""operation.moveElementProgress""/*nonNLS*/);",31,31,0
"612","10548.txt","Hashtable responseHeaders=new Hashtable();","Hashtable responseHeaders;","Hashtable responseHeaders;",75,75,0
"613","10549.txt","@version $Revision: 1.2 $","@version $Revision: 1.1 $","@version $Revision: 1.1 $",26,26,0
"614","1055.txt","IResource resource = type.getResource();","IResource resource = type.getUnderlyingResource();","IResource resource = type.getUnderlyingResource();",83,83,0
"615","10550.txt","tempFile = TempFileStore.createTempFileWithSuffix(""txt"");","tempFile = TempFileStore.createTempFile();","tempFile = TempFileStore.createTempFile();",94,94,0
"616","10551.txt","wbw.getShell().redraw();","wbw.getPageComposite().update();","wbw.getPageComposite().setRedraw(true);",1445,1442,0.99505475368673
"617","10552.txt","scope.problemReporter().javadocEmptyReturnTag(this.sourceStart, this.sourceEnd, scope.getDeclarationModifiers());","scope.problemReporter().javadocEmptyReturnTag(this.sourceStart, this.sourceEnd);","scope.problemReporter().javadocEmptyReturnTag(this.sourceStart, this.sourceEnd);",40,40,0
"618","10553.txt","public class IO {","public class dnsIO {","public class dnsIO {",9,9,0
"619","10554.txt","Method m = wmClass.getMethod(""setMaxThreads"", new Class[] {Integer.TYPE});","Method m = wmClass.getMethod(""setMaxSize"", new Class[] {Integer.TYPE});","Method m = wmClass.getMethod(""setMaxSize"", new Class[] {Integer.TYPE});",108,108,0
"620","10555.txt","import org.apache.tomcat.util.res.StringManager;","import org.apache.tomcat.util.StringManager;","import org.apache.tomcat.util.StringManager;",61,61,0
"621","10556.txt","add(element, desc.getConfigurationElement().getDeclaringExtension().getNamespace());","add(element, desc.getConfigurationElement().getDeclaringExtension().getDeclaringPluginDescriptor().getUniqueIdentifier());","add(element, desc.getConfigurationElement().getDeclaringExtension().getDeclaringPluginDescriptor().getUniqueIdentifier());",95,95,0
"622","10557.txt","if ((finallyBlock.bits & UndocumentedEmptyBlockMASK) != 0) {","if ((finallyBlock.bits & UncommentedEmptyBlockMASK) != 0) {","if ((finallyBlock.bits & UncommentedEmptyBlockMASK) != 0) {",443,443,0
"623","10558.txt","import com.ibm.icu.text.MessageFormat;","import java.text.MessageFormat;","import java.text.MessageFormat;",13,13,0
"624","10559.txt","return ""FirstWordInBlock: "" + new String(word) + "", blockNum: "" + blockNum; //$NON-NLS-1$ //$NON-NLS-2$","return ""FirstWordInBlock: ""/*nonNLS*/ + new String(word) + "", blockNum: ""/*nonNLS*/ + blockNum;","return ""FirstWordInBlock: ""/*nonNLS*/ + new String(word) + "", blockNum: ""/*nonNLS*/ + blockNum;",48,48,0
"625","1056.txt","class HelpTOCPanel extends JPanel","public class HelpTOCPanel extends JPanel","public class HelpTOCPanel extends JPanel",40,40,0
"626","10560.txt","tsig.apply(query, null);","query.setTSIG(tsig, Rcode.NOERROR, null);","applyEDNS(query);",243,241,0.964027580075817
